0.00	1000.000000	  0.000000	5341.000000
0.02	  1.000000	  0.000000	5888.000000
0.04	  1.000000	  0.000000	7832.000000
0.06	  1.000000	  0.000000	10335.000000
0.08	  1.000000	  0.000000	12741.000000
0.10	  1.000000	  0.000000	15103.000000
0.12	  1.000000	  0.000000	17641.000000
0.14	  1.000000	  0.000000	19748.000000
0.16	  1.000000	  0.000000	21945.000000
0.18	  1.000000	  0.000000	24441.000000
0.20	  1.000000	  0.000000	26923.000000
0.22	  1.000000	  0.000000	28186.000000
0.24	  1.000000	  0.000000	31844.000000
0.26	  1.000000	  0.000000	33540.000000
0.28	  1.000000	  0.000000	35833.000000
0.30	  1.000000	  0.000000	36419.000000
0.32	  1.000000	  0.000000	38473.000000
0.34	  1.000000	  0.000000	42925.000000
0.36	  1.000000	  0.000000	42285.000000
0.38	  1.000000	  0.000000	50006.000000
0.40	  1.000000	  0.000000	54726.000000
0.42	  1.000000	  0.000000	52096.000000
0.44	  1.000000	  0.000000	53586.000000
0.46	  1.000000	  0.000000	58239.000000
0.48	  1.000000	  0.000000	59188.000000
0.50	  1.000000	  0.000000	58143.000000
0.52	  1.000000	  0.000000	61548.000000
0.54	  1.000000	  0.000000	64028.000000
0.56	  1.000000	  0.000000	64927.000000
0.58	  1.000000	  0.000000	68865.000000
0.60	  1.000000	  0.000000	69953.000000
0.62	  1.000000	  0.000000	72369.000000
0.64	  1.000000	  0.000000	74492.000000
0.66	  1.000000	  0.000000	72776.000000
0.68	  1.000000	  0.000000	74830.000000
0.70	  1.000000	  0.000000	82296.000000
0.72	  1.000000	  0.000000	83360.000000
0.74	  1.000000	  0.000000	82386.000000
0.76	  1.000000	  0.000000	86034.000000
0.78	  1.000000	  0.000000	98936.000000
0.80	  1.000000	  0.000000	95900.000000
0.82	  1.000000	  0.000000	93142.000000
0.84	  1.000000	  0.000000	93974.000000
0.86	  1.000000	  0.000000	96812.000000
0.88	  1.000000	  0.000000	95556.000000
0.90	  1.000000	  0.000000	105378.000000
0.92	  1.000000	  0.000000	104073.000000
0.94	  1.000000	  0.000000	103953.000000
0.96	  1.000000	  0.000000	105216.000000
0.98	  1.000000	  0.000000	104668.000000
1.00	  1.000000	  0.000000	104452.000000
