0.00	  0.216000	  0.022000	  0.018000	  0.002000
0.02	  0.216000	  0.028000	  0.020000	  0.034000
0.04	  0.214000	  0.060000	  0.054000	  0.020000
0.06	  0.236000	  0.068000	  0.058000	  0.046000
0.08	  0.242000	  0.110000	  0.086000	  0.020000
0.10	  0.264000	  0.130000	  0.110000	  0.024000
0.12	  0.266000	  0.176000	  0.116000	  0.028000
0.14	  0.280000	  0.202000	  0.124000	  0.038000
0.16	  0.272000	  0.264000	  0.122000	  0.032000
0.18	  0.270000	  0.166000	  0.206000	  0.046000
0.20	  0.296000	  0.104000	  0.210000	  0.022000
0.22	  0.292000	  0.098000	  0.228000	  0.024000
0.24	  0.306000	  0.104000	  0.268000	  0.036000
0.26	  0.362000	  0.112000	  0.262000	  0.026000
0.28	  0.332000	  0.108000	  0.348000	  0.036000
0.30	  0.320000	  0.106000	  0.354000	  0.036000
0.32	  0.330000	  0.128000	  0.370000	  0.028000
0.34	  0.330000	  0.118000	  0.414000	  0.032000
0.36	  0.326000	  0.144000	  0.450000	  0.022000
0.38	  0.316000	  0.144000	  0.488000	  0.022000
0.40	  0.356000	  0.142000	  0.498000	  0.038000
0.42	  0.410000	  0.106000	  0.526000	  0.022000
0.44	  0.366000	  0.140000	  0.542000	  0.058000
0.46	  0.442000	  0.174000	  0.504000	  0.032000
0.48	  0.412000	  0.176000	  0.596000	  0.038000
0.50	  0.372000	  0.198000	  0.602000	  0.048000
0.52	  0.388000	  0.214000	  0.626000	  0.030000
0.54	  0.434000	  0.212000	  0.634000	  0.028000
0.56	  0.428000	  0.222000	  0.684000	  0.032000
0.58	  0.426000	  0.214000	  0.728000	  0.024000
0.60	  0.430000	  0.232000	  0.764000	  0.038000
0.62	  0.422000	  0.236000	  0.786000	  0.026000
0.64	  0.448000	  0.236000	  0.804000	  0.018000
0.66	  0.434000	  0.264000	  0.830000	  0.028000
0.68	  0.426000	  0.274000	  0.872000	  0.028000
0.70	  0.450000	  0.294000	  0.918000	  0.016000
0.72	  0.480000	  0.274000	  0.902000	  0.030000
0.74	  0.452000	  0.312000	  0.960000	  0.030000
0.76	  0.450000	  0.308000	  0.972000	  0.038000
0.78	  0.490000	  0.304000	  1.024000	  0.020000
0.80	  0.458000	  0.336000	  1.046000	  0.020000
0.82	  0.506000	  0.296000	  1.100000	  0.026000
0.84	  0.528000	  0.308000	  1.108000	  0.038000
0.86	  0.506000	  0.296000	  1.152000	  0.034000
0.88	  0.536000	  0.338000	  1.136000	  0.022000
0.90	  0.550000	  0.300000	  1.192000	  0.044000
0.92	  0.478000	  0.334000	  1.264000	  0.050000
0.94	  0.496000	  0.410000	  1.220000	  0.046000
0.96	  0.462000	  0.408000	  1.290000	  0.034000
0.98	  0.512000	  0.396000	  1.338000	  0.034000
1.00	  0.526000	  0.388000	  1.364000	  0.022000
