0.00	 21.364000	  0.164000	  0.088000	  0.012000
0.02	 22.256000	  1.104000	  3.294000	  0.410000
0.04	 23.982000	  2.356000	  8.030000	  0.652000
0.06	 25.090000	  3.654000	 12.316000	  0.692000
0.08	 28.334000	  5.192000	 20.132000	  0.926000
0.10	 30.652000	  6.312000	 23.292000	  0.546000
0.12	 34.190000	  7.280000	 32.766000	  0.882000
0.14	 34.554000	 10.062000	 39.656000	  0.864000
0.16	 40.620000	 12.228000	 53.716000	  0.886000
0.18	 34.858000	 19.776000	 51.196000	  0.334000
0.20	 45.268000	 11.130000	 58.054000	  0.788000
0.22	 44.020000	 13.210000	 69.590000	  0.390000
0.24	 42.100000	 18.028000	 80.140000	  3.348000
0.26	 50.774000	 20.870000	 83.704000	  0.382000
0.28	 56.990000	 22.722000	104.680000	  0.400000
0.30	 59.002000	 23.374000	112.836000	  0.442000
0.32	 64.446000	 18.500000	126.534000	  0.408000
0.34	 66.068000	 22.604000	131.724000	  0.410000
0.36	 62.322000	 24.294000	138.658000	  0.380000
0.38	 66.980000	 27.732000	151.728000	  0.396000
0.40	 71.214000	 29.204000	192.584000	  0.442000
0.42	 72.810000	 32.254000	205.784000	  0.460000
0.44	 73.130000	 33.424000	213.782000	  0.466000
0.46	 88.610000	 38.890000	226.810000	  0.620000
0.48	 75.260000	 57.834000	225.568000	  0.448000
0.50	 76.534000	 60.520000	239.572000	  0.416000
0.52	 80.748000	 63.546000	262.558000	  0.440000
0.54	 78.088000	 66.598000	268.542000	  0.408000
0.56	104.632000	 38.356000	281.662000	  0.434000
0.58	 97.530000	 39.438000	279.606000	  0.408000
0.60	105.152000	 43.520000	307.152000	  0.406000
0.62	107.156000	 45.864000	327.944000	  0.404000
0.64	 95.502000	 46.194000	330.168000	  0.382000
0.66	108.972000	 44.812000	328.714000	  0.406000
0.68	 94.470000	 45.862000	320.574000	  0.990000
0.70	 90.930000	 45.648000	336.248000	  1.082000
0.72	103.292000	 48.084000	354.308000	  0.414000
0.74	105.988000	 52.208000	374.516000	  0.400000
0.76	102.606000	 51.868000	373.850000	  0.380000
0.78	101.244000	 52.204000	385.176000	  0.362000
0.80	108.190000	 49.300000	399.446000	  0.380000
0.82	116.586000	 57.796000	440.628000	  0.476000
0.84	127.144000	 66.716000	473.856000	  0.642000
0.86	128.550000	 77.636000	497.970000	  0.482000
0.88	142.186000	 65.124000	523.258000	  0.440000
0.90	139.180000	 66.904000	518.072000	  0.440000
0.92	137.982000	 67.558000	516.808000	  0.416000
0.94	147.312000	 67.578000	566.480000	  0.432000
0.96	158.666000	 75.710000	651.644000	  0.514000
0.98	202.250000	 95.606000	993.884000	  0.698000
1.00	178.056000	 87.508000	858.976000	  0.616000
