Constructing Graph G(n,p), n = 1000
0.00	1000.000000	  0.000000	  0.000000	  0.000000
0.02	  1.000000	  0.000000	 60.143532	 65.222000
0.04	  1.000000	  0.000000	 30.050227	 66.170000
0.06	  1.000000	  0.000000	 20.015888	 65.080000
0.08	  1.000000	  0.000000	 15.041386	 65.130000
0.10	  1.000000	  0.000000	 12.012300	 65.296000
0.12	  1.000000	  0.000000	  9.993970	 65.192000
0.14	  1.000000	  0.000000	  8.598893	 65.048000
0.16	  1.000000	  0.000000	  7.502581	 65.732000
0.18	  1.000000	  0.000000	  6.687002	 65.006000
0.20	  1.000000	  0.000000	  6.011035	 65.446000
0.22	  1.000000	  0.000000	  5.470500	 65.094000
0.24	  1.000000	  0.000000	  5.015716	 64.594000
0.26	  1.000000	  0.000000	  4.619980	 64.630000
0.28	  1.000000	  0.000000	  4.283747	 66.318000
0.30	  1.000000	  0.000000	  3.997669	 65.346000
0.32	  1.000000	  0.000000	  3.752808	 65.608000
0.34	  1.000000	  0.000000	  3.538319	 65.098000
0.36	  1.000000	  0.000000	  3.332175	 64.826000
0.38	  1.000000	  0.000000	  3.163698	 65.572000
0.40	  1.000000	  0.000000	  2.998685	 64.722000
0.42	  1.000000	  0.000000	  2.859551	 65.114000
0.44	  1.000000	  0.000000	  2.722399	 65.724000
0.46	  1.000000	  0.000000	  2.605360	 64.602000
0.48	  1.000000	  0.000000	  2.501882	 65.372000
0.50	  1.000000	  0.000000	  2.405017	 65.018000
0.52	  1.000000	  0.000000	  2.304378	 64.820000
0.54	  1.000000	  0.000000	  2.224049	 65.328000
0.56	  1.000000	  0.000000	  2.147377	 65.632000
0.58	  1.000000	  0.000000	  2.075326	 65.388000
0.60	  1.000000	  0.000000	  1.996051	 65.064000
0.62	  1.000000	  0.000000	  1.937880	 65.008000
0.64	  1.000000	  0.000000	  1.879077	 65.592000
0.66	  1.000000	  0.000000	  1.821078	 65.582000
0.68	  1.000000	  0.000000	  1.769078	 65.004000
0.70	  1.000000	  0.000000	  1.719321	 64.952000
0.72	  1.000000	  0.000000	  1.671414	 65.016000
0.74	  1.000000	  0.000000	  1.622369	 65.588000
0.76	  1.000000	  0.000000	  1.577763	 65.282000
0.78	  1.000000	  0.000000	  1.542628	 64.770000
0.80	  1.000000	  0.000000	  1.502770	 65.194000
0.82	  1.000000	  0.000000	  1.465590	 64.570000
0.84	  1.000000	  0.000000	  1.436334	 65.250000
0.86	  1.000000	  0.000000	  1.393814	 65.064000
0.88	  1.000000	  0.000000	  1.366229	 65.152000
0.90	  1.000000	  0.000000	  1.337230	 65.100000
0.92	  1.000000	  0.000000	  1.306538	 64.874000
0.94	  1.000000	  0.000000	  1.280162	 65.484000
0.96	  1.000000	  0.000000	  1.250156	 65.278000
0.98	  1.000000	  0.000000	  1.229273	 64.840000
1.00	  1.000000	  0.000000	  1.201467	 65.232000
